cid,smiles
87630,CCCCCCCC=CCO
87762,CCSCCCO
87793,CCCCCCC1=CC=CS1
87813,CCCCCCCCC(OC)OC
87947,CC(CCC=C(C)C)OC(=O)C
88290,CC(=O)CC(C)(C)S
88454,CCCCCCOC(=O)CC
89307,CCCCCC(CC)OC(=O)CCC
89463,CCCC(CC(=O)OC)OC(=O)C
89464,CCCC(CC(=O)OCC)OC(=O)C
89559,CCCCCC1C=CC(=O)O1
89560,CCCCCCC(C=C)O
90246,CC(C)CC(=O)SC
90927,CCCCCC(CCO)O
90984,CC1(C2CCC(C1C2)(C)S)C
91388,CC(=O)C1CCCC(C1)(C)C
91496,CC(=C)C1CCC2(C(C1)O2)C
91508,CC1(C2CC1C3(C(C2)O3)C)C
91604,CC(C)(CCCC1=CCC(CC1)C=O)O
91850,CCCCCCCOC(=O)CC(C)C
91978,CC(C)CCOCCC1=CC=CC=C1
92083,CCC=CC=CC=CC=O
547972,CC(=C)C1CC(CCC1(C)C=C)C(C)(C)O
92780,CC(C)C1CCC(=O)C=C1
92814,CC(C)COC(=O)C(C)O
92821,CCCOC(=O)C(C)O
93046,CC1(C2CCC3(C1C2)CO3)C
518814,CC1CCC(C2C13C2C(=C)CC3)C(C)C
93111,CCC1=C(C(=O)C(O1)C)O
93199,CC(=CCCC1=CCC(CC1)C=O)C
93236,CSCSSC
93375,CC1C=C(CCC1C=O)C
93649,COC1=C(C=CC(=C1)CC=C)OCC2=CC=CC=C2
93831,CCCCCCCCCC(=O)OCC=C
93838,CC1CCC2(O1)C(CCCC2(C)OC(=O)C)(C)C
94001,CC1COC(O1)C2=CC=C(C=C2)C
94164,CC(=CCCC1(C2CC3C1(C3C2)C)C)C
101716,CC1CCC2C1C3C(C3(C)C)CCC2(C)O
94282,CCCCCCCC=CC(=O)O
94310,CCCCC(CC)COC(=O)C1=CC=CC=C1
94339,CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC
94349,CC1CCC2=C(C(=O)OC2C1)C
494311,CC1CCC(C(C1)OC(=O)C)C(=C)C
94886,CCCCCCC1OC(C(O1)C)C
95016,CCCOC(=O)C1=CC=CC=C1N
95086,COC1=CC(=CC(=C1O)C2=C(C(=CC(=C2)C=O)OC)O)C=O
95136,CCOC(C1=CC2=C(C=C1)OCO2)OCC
95266,CC1CC(OC(O1)CC2=CC=CC=C2)(C)C
95392,CCOC(=O)CC1(OCC(O1)C)C
95395,C1CC(OC1)COC(=O)CC2=CC=CC=C2
95397,CCCCCCCCCC1OCC(O1)C
95425,CCCCC(CC)COC(=O)CC
95466,CCCCC(C(=O)C)C(=O)OCC
95495,CC(C)CCCC(C)CCCC(=O)C
95539,CCCCOC(=O)C(C)CCC
95572,CCCCCCCCC1OCC(O1)C
95594,CC1=CC=C(C=C1)CC(C)C=O
95644,CC1CC=C(CC1C=O)C
95978,CCCCCOC(=O)CC(C)C
96325,C1CCC(CC1)OC(=O)CC2=CC=CC=C2
96461,CC1COC(O1)C2=CC=CO2
97707,CCCCCC1C(CC(=O)O1)C
97730,CCCCCCC=CC(=O)O
97785,CC(C1OCCO1)C2=CC=CC=C2
97883,CCC(C)COC(=O)C(C)C
97895,CCOC(C)OC(=O)C
97987,CCCCCCC(C)OC(=O)C
98054,CC(C(=O)OCC1=CC=CC=C1)O
98118,CC(CCCC(C)(C)O)CC=NC1=CC=CC=C1C(=O)OC
98403,CC(CCCC(C)C=O)CCC=C(C)C
98461,CC1COC(O1)C(C)C
98478,CC(=O)OC1CC2CC1C3C2CC=C3
98492,CCCCCOC(=O)CC1=CC=CC=C1
98781,CCCSCC=C
99611,C1=CC=C(C=C1)C(=O)C(O)O
100031,CC(=C)C1CC2C(O2)(C(=O)C1)C
100240,CCCOC1=NC(=CN=C1)C
100495,CCCCCOC(=O)C1=CC=CC=C1N
100927,CC1COC(O1)CCSC
100936,C1CCCCCC(CCCCC1)OC=O
100990,CC(C)C1=CC=C(C=C1)COC(=O)C
101004,CC1=CN=C(C=N1)SCC2=CC=CO2
101010,CCCC1CCOC(S1)C
101023,CC(C)C(=O)OC(C)(C)CC1=CC=CC=C1
101115,CC1(CCCC(C1=O)(C)O)C
101145,CCCCCOC(=O)C(C)O
101330,C1CCC(CC1)OC(=O)C2=CC=CC=C2O
101363,CCCCCCCCCC(OCC)OCC
101364,CCCCCCCC(OCC)OCC
101365,CCOC(=O)C1=CC=CC=C1NC
101536,CCC(C)(C(=O)OCC)O
101604,CC(=O)OCCC1=CCC2CC1C2(C)C
102550,CC1(CCC(=O)O1)C=C
102562,CC1(CCC=C2C13CCC(C3)C2(C)C)C
102604,CC(CCCC(=O)C)CCC=C(C)C
102648,CC1CCC(C(C1)OC)C(C)C
102667,CC1(C2CC1C(=C)C(C2)O)C
102815,CCC(C)SC(=O)CC(C)C
102817,CCC(C)COC(=O)CC
102820,CCC(C)C(=O)OCC(C)C
102844,CCC(=O)C(C)CC=C(C)C
102849,CCOC(C)OCCC1=CC=CC=C1
102855,CCCCCC(=O)OCC(C)CC
102861,CCCCCC1C(CCC1=O)CC(=O)OC
102916,CCCCC(CC)C(=O)OCC
102968,CCC1CCCC(=O)O1
102993,CC1COC(O1)C
86536,CC(C1=CC=CC=C1)N(C)C
103310,CCC(=O)OCCCCCCC(C)C
103381,CC1=CCCC(C1C(C)CCC=O)(C)C
103404,CCOCC1=NC=CN=C1
103688,CCOC(=O)C1C(O1)C2=CC=C(C=C2)C
103826,CC(CCCC(C)(C)OC(=O)C)C=C
104224,CCCCCCCCCCC(OC)OC
104421,CCOC1=NC(=CN=C1)C
104512,CCCCCCCCOCC=O
104513,CC1=C(SC(=N1)CC(C)C)C
104620,CCCC1=NC(=C(O1)C)C
104721,CC1=CN=C(C(=N1)C)C(=O)C
105179,CCOCC1=CC=CC=C1OC
105513,CCC1=CC=C(C=C1)CC(C)(C)C=O
105516,CC(C)(C)C(=O)OCCC1=CC=CC=C1
105595,CCC(=O)OC(C)(C)CC1=CC=CC=C1
105844,CCCC(=O)OC1=C(OC=CC1=O)C
106216,CC(C)C1=NC=CN=C1SC
106217,CC(C)(C=O)SSC
106530,CC(C)CCOC(=O)CC(C(=O)OCCC(C)C)S
106711,CC(CCOC=O)CC(C)(C)C
106729,CC(C)CCOCC(=O)OCC=C
106756,CCCCCCC1C(CC(=O)O1)C
106766,CC(=CCC(C)(C)C(OC)OC)C
106917,CC1CC(CC(C1)(C)C)OC(=O)C
106997,CCC1(C(C2CCC1(C2)C)(C)C)O
107059,CCCCCOC(=O)C(C)CC
107152,CC1CCC(CC2=C1CCC2C)C(=C)C
107381,CC1CC(OC(O1)C)(C)C2=CC=CC=C2
108244,CCCCCCOC(C)OCC
108518,CCCCCCC(CC)OC(=O)C
108625,CCCCCCCCC(OCC)OCC
108764,CC1=CC(=C(O1)C)SC(=O)C
108765,CC1=C(C=CO1)SC(=O)C
108902,CCCCCCCCCC(=O)OCCCCCCC
109095,CCCCCCCCC(=O)OCCCCC
109183,CCCCCCCCCC(C)C(OC)OC
109257,CC1COC(O1)(C)CCC=C(C)C
109319,CC1CCC(C(C1)OC(=O)C(C)C)C(C)C
109332,CC1CCC2CC1SC2(C)C
109418,CC1CCC(C(C1)C)CO
109455,CC1COC(O1)C2=CC(=C(C=C2)O)OC
109457,CCOC1=C(C=CC(=C1)C2OCC(O2)C)O
109467,CC(CCC=C(C)C)CCOC(=O)C1=CC=CC=C1N
109828,CCCC(=O)OC1=C(CCC1=O)C
110373,CC(=CCOC=O)C
110543,CCC(=O)OC1=C(OC=CC1=O)C
110664,CC1=CC=C2C(CCCC2(O1)C)(C)C
110740,CCCCC(C)OC(=O)C
110747,CC(C)CCCC(C)CC=O
110975,CCCCCC(CC(=O)OCC)O
110976,CCCCCCCCCCCC1CCCC(=O)O1
110977,CCCCCCCCC1CCCC(=O)O1
111037,CC1=CCC(CC1)C(C)(C)OC(=O)C
111440,CC(C)CC(=O)OCCC(C)CCC=C(C)C
111727,C=CCOC(=O)COC1CCCCC1
112002,CCC(=O)OCC(C)OC(=O)CC
112030,CCOC(=O)C(CC(C)C)O
112045,CCCCC(=O)OC(C)(CCC=C(C)C)C=C
112240,CC(C)CCCCCCCOC(=O)C
112491,CC(CCCC(C)(C)OC)C=O
113204,COCC1=NC=CN=C1
113425,CCC(C)COC(=O)C=C(C)C
113514,CC1CC(CO1)(C)C2=CC=CC=C2
114416,CCCCCC(=O)OCCC(C)CCC=C(C)C
116625,CCCCCCCCCCCC=CC=O
117477,CCOC(=O)CCC(C)C
117549,CCCCCC1=CCCC1=O
118146,CC(C)C1=CC=C(C=C1)C(C)C=O
118148,CCC(C)SC(=O)C=C(C)C
118225,CCCC(CCCC(=O)OCC)OC(=O)C
118262,CCCC(C=C)OC(=O)C
118530,CCCCCCOC(CCCCC)OCCCCCC
118641,CC(C)CC(=O)SC(C)C
118658,CC(C)SC(=O)C=C(C)C
118782,CC(=O)CCCCCCC=C
118823,CC(C)CCN=CCC(C)C
118928,CC(=O)CCCCCCCC=C
119831,CC1CCC2C13CC(C2(C)C)C(=C)C(C3)O
120101,CC1=CC2=C(C=C1)OCC(=O)CO2
121694,CCC1=C(OC(=N1)C)C
121719,CC1(C2CC1C(=C)C(=O)C2)C
121731,CC1=CC=CCC1
121738,CCCCCCCCCC(=O)OCC(C)C
121739,CCCCCCCCCC(=O)OCCC
121790,CCCCCCC(C(=O)C)C(=O)OCC
122370,CSCS
122941,CCOC1=NC=CN=C1C
123388,CCSSC
125207,C=CCCCCCCCCCC(=O)O
6656,CC=C(C)C(=O)O
137829,CC(C1CCCCC1)O
138508,CCCC(=O)C(=O)CCC
138818,C(S)S
139711,CCSC(C)SCC
140511,CCCC(C)CC=O
141850,CC(C1=CC=CC=C1)S
142266,CC(=O)CC(=O)OCC1=CC=CC=C1
146586,CC(=CCS)C
155626,CC(=C)C1CCC(C=C1)(C)O
156273,CCCCC1OCC(O1)C
160065,CCC(C)(CCC1=CC=CC=C1)OC(=O)C
161528,CCCCC=CCC(=O)OCC
161960,CCCCC1COCC(C1OC(=O)C)C
162027,CCOC(C)OC(C)(CCC=C(C)C)C=C
162239,CCCOC(=O)C(C)CC
162392,C=CCCCCCCCC=O
162452,CC1(CCC=C2C1CCC(C2)(C)O)C
162458,COC(=O)C1=CC=CC=C1NC=O
162626,CCC(C)COC(=O)C1=CC=CC=C1O
162627,CCCC(=O)OCC(C)CC
163418,CCC1(C2(CCCC1(CC2)C)C)O
163588,CCCC(C)COC(=O)C(C)CCC
165224,CSCCCCCCN=C=S
166302,CC(=CCOC(=O)C=C(C)C)C
169110,CC(=O)C1=NCCS1
169818,CC(CCCC(=C)C)CO
169830,CCC1=CC=C(S1)C=O
170948,CCCC(=O)OCC(C)OC(=O)CCC
170977,CCCCCCCC(C=C)O
173312,CCCCCC(=O)OCSC
173534,CCCCCC(=O)OCC=C(C)C
173535,CC(C)C(=O)OCC=C(C)C
91226,CC(C)C(=O)OC1CC2CCC1(C2(C)C)C
175170,CCOC1=NC=CN=C1C(C)C
175211,CCOC(C)(CCC=C(C)C)C=C
175220,CCCCCCCOCC(=O)CO
175366,CCC1=NC=CN=C1SC
175553,CCCCCCCC(CCCC(=O)OCC(CO)O)O
181106,CCCCCCC(=O)C=C
181575,CCC=CC=CC(=O)C
198512,CC(C)CC1OC(OC(O1)CC(C)C)CC(C)C
206037,CSCCCCCN=C=S
208863,CCCCCC(OCCCC)OCCCC
219672,CC(C)CC(=O)CC1=CC=CC=C1
219794,CCCC(C(=O)CCC)O
221069,CCCOC(=O)CCC(=O)C
95384,CCC(=O)OC1CC(CCC1C(C)C)C
221641,CCCOC(=O)CC1=CC=CC=C1
221691,CCCCCCOC(=O)CC1=CC=CC=C1
226249,CC(=O)CSCC1=CC=CO1
226486,COC1=CC(=CC(=C1O)OC)CC=C
228548,CC(=O)CC(OC)OC
228583,CC(=O)CC1=CC=CO1
228588,CCCC(=O)C1=CC=CO1
228604,CC(=C)CCC(=O)C
228769,CCCCCCCCOC(=O)CC(C)C
229153,CCCCCCCCCCC1OCC(O1)C
229377,CCCCCCC(=O)OCCC
229385,CCCCCCCCCCOC(=O)CC
229387,CCCCCCCCCCOC(=O)CCC
229888,CCCCCCCC(=O)OCCC1=CC=CC=C1
230525,CC1C(OC(O1)CC2=CC=CC=C2)C
231325,CCCCC(=O)C1=CC=CO1
235414,C1CCCCCCCOC(=O)CCCCCC1
236687,CC1COC(O1)C(C)C2=CC=CC=C2
237332,C1=C(OC(=C1)C=O)CO
238498,CCCC(=O)CC(=O)OCC
240925,CC1=CC(=C(C(=C1)OC)O)OC
243670,CCCCC(C)OC(=O)CCC
243675,CCCC(=O)OCC1=CC=C(C=C1)OC
243691,CCCCCCCCCCCCOC(=O)C(C)C
243783,CCCC(=O)OC1CCCCC1
245572,CCCCCCCCCCCCOC(=O)CCC
246728,CCCCCC(=O)CC
248488,C(CCCCS)CCCCS
249494,CC(CCCC(C)(C)O)CCO
251529,CC(=CCCC(C)(C=C)OC(=O)CC1=CC=CC=C1)C
251530,CCCC(=O)OCC(=C)C
251531,C1=CC=C(C=C1)CCOC(=O)C2=CC=CO2
256071,C1=CC=NC(=C1)CS
263034,C1=COC(=C1)COCC2=CC=CO2
280190,CCCC(=O)CCCC(=O)O
281254,COC(=O)CCCC1=CC=CC=C1
285097,CCCCCCC1(CCC(=O)O1)C
287439,CC(C)CC(=O)OC1CCCCC1
346286,CC(C1=CC=CC=C1)OC=O
349945,CCCCCC(=O)OCC(C)OC(=O)CCCCC
12191,CCOC(=O)C=CC
439223,CC(CCC=C(C)CCC=C(C)C)CCO
15406,CC1(C2CCC(C2)(C1O)C)C
7710,CCCCCC1CCC(=O)O1
7714,CCCCCCCC1CCC(=O)O1
10586,CC1=CCC(CC1)C(C)(CCC=C(C)C)O
329983,CC1CCC2=C(C1)OC=C2C
6988,CC1CCC(=C(C)C)C(=O)C1
6986,CC1CCC(C(=O)C1)C(C)C
309,C(C(=CC(=O)O)C(=O)O)C(=O)O
8784,C1=CC=C(C=C1)C=CC(=O)O
3327,CC(=CCCC(=CCCC(=CCO)C)C)C
459494,C1=CC=C(C=C1)CCCC2=CC=CC=N2
517970,CCCCCCC(=O)OCCCCCC
518810,CCCC(CCOC(=O)C)S
518937,CSCC1=CC=CO1
519129,CCCC=CC(=O)OCC
519158,CCCCCCCC(CC)O
519382,CC1=C(C(CCC1)(C)C)CCC(=O)C
519416,CCC=CSC
519709,CCOC(=O)C(C)S
519732,CCC1=CN=C(S1)C
519757,CCCCCCOC(=O)C(C)O
519786,CC(C)CCOC(=O)C(C)C
519793,CSCCCCO
519907,CSC1=NC=CN=C1
520098,CCC(C)C1=NC=CN=C1OC
520108,CC(=O)C1=NC=CS1
520119,CC(CCS)S
520148,CCC(C)C(=O)OCCC1=CC=CC=C1
520191,CC1=CC(=C(S1)C)C(=O)C
520194,CC(=O)C1=CCCCN1
520296,CCCCCCCCCC1CCCC(=O)O1
520300,CC(=O)C1=NCCCC1
520326,CCC(C)C(=O)OCCC(C)C
520395,CC1=CN=CC(=N1)OC
520455,CCCCCCCCOC(=O)C(C)CC
520667,CC1CC(=O)CO1
520682,CC(C)(CCO)S
520888,CC1=C(SC(=N1)C)C(=O)C
520990,CCC1=CC=C(S1)C
521238,CCCCCC(CC)OC(=O)C
521300,CCC(=O)CO
521326,CCCCCCCCOC(=O)CCCCCC
521348,CCCC(CCO)S
521504,CCCCC1=CC=C(S1)CC
522071,CCCCCC(C)S
522111,CCCCSSCC
522171,CC(C)COC(=O)C1=CC=CC=C1NC
522214,CCC(C)C(=O)OC(C)C
522255,CCOC(=O)CCCCCCCC=C
522404,CC(C)CCOC(=O)CCC(=O)C
522422,CCCCCCCCC(=O)OCCCCCCC
522458,CCCCSSCCC
522459,CCCCCSSC
522674,C1=CSC(=C1)S
522676,CCCCCCCCC(=O)OCCC(C)C
522677,CC(C)COC(=O)CC(=O)C
522771,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2N
522877,CCC1=NC(=C(S1)C)C
523918,CCCOC(=O)C(=O)C
524975,CCCC1=CC(=C(C(=C1)OC)O)OC
525330,CCCSSSCC=C
525358,CCSSSC
526195,CC(C)(CCOC)S
526487,CC(C)(CCOC=O)S
526616,CC1=C(C=CO1)SSCC2=CC=CO2
526624,CC1=C(C=CO1)SSC2=C(OC=C2)C
527268,CCOC1=C(C=CC(=C1)C(C)C)C
527393,CC(CC(=O)C)S
528308,CCCC1=NC=CN=C1OC
528698,CCC1=C(C(=O)CC1C)O
529049,CC(C)C1SC(SS1)C(C)C
529056,CC1NC(SC(S1)CC(C)C)C
529300,CCCCCC(CC(=O)OC)OC(=O)C
529344,CC(=C)C1=CC(=NC=C1)C(=O)C
529352,CC(=C)C1=NC=CC(=C1)C(=O)C
529438,CC1(CC2C3CCCC(C2C1)(C3O)C)C
529496,CCCCCC(C)OC(=O)CCC
529635,CCC(=O)C(C)S
529770,CC(=O)CCC(=O)OCC=C
530404,CC1CCC2=NC(=CN=C12)C
536987,CCCCCC(=O)OCCC(CCC)S
537615,CCCCC(CC)OC(=O)C
537682,CC(C)CCOC(=O)C(=O)C
537754,CCCC(CCOC(=O)CCC)S
538506,CC(C)CCOC(=O)CCC1=CC=CO1
546235,CCCCCCCOC(=O)C(C)CC
548353,CC(C(C)S)S
548370,CCCCCOC(=O)CCSC
550768,CCCCCCCCCC(=O)OCCCCC
551316,CCCC(=O)OCC1CCCO1
552119,CCCCOC(C)OCC
556916,C1=COC(=C1)COC=O
556940,CCOC(=O)CCSCC1=CC=CO1
556998,CC1CCC(C(C1)O)C(C)(C)O
557222,CCCCCC(=O)OCC1=CC=CO1
557223,CCCCCCC(=O)OCC1=CC=CO1
560109,CCCCCCCC1OCC(O1)C
562563,C=CCC(C=O)C1=CC=CC=C1
564550,CCCCCC(=O)OC(C)(CCC=C(C)C)C=C
565690,CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C
570574,CCCC(=O)OC(C)C1=CC=CC=C1
577126,CC1=C(C(CC=C1)(C)C)CCC(=O)C
578423,CCCC(=O)OC(C)(C)C1CCC(=CC1)C
579336,CC1=C(C(CCC1)(C)C)CCC(C)O
579338,CCN1C=CC=C1C=O
579675,CC1=CC(=C(O1)C(=O)C)C
585911,CC1=CCC(CC1)C(C)(C)OC(=O)CC(C)C
589365,CCCCCCCCCOC(=O)CCCCCCC
595928,CC1COC(O1)C2=CC=CC=C2
605629,CC(C)(C)C1=CC=C(C=C1)CC(=O)OC
11196,CCC=CCCC=CC=O
19499,CC=CC(=O)O
53425386,CC(C)CCCC(C)CCCC(C)CCCC(=CCOC(=O)C)C
307,C1=CC=C(C=C1)C=CC=O
7644,COC(=O)C=CC1=CC=CC=C1
7703,CC=CC1=CC=C(C=C1)OC
8901,CC=CC=CC=O
4458,CC(=CCCC(=CCO)C)C
7649,CCOC(=O)C=CC1=CC=CC=C1
7128,CC=CC1=CC(=C(C=C1)OC)OC
8843,CC(=CCCC(=CC=O)C)C
26955,CC1=C(C(CCC1)(C)C)C=CC(=O)C
4840,C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3
12299,CCC=CC(=O)O
12181,CC=CC(=O)OC
94403,CC(=CCCC(=CCCC(=CCOC(=O)C)C)C)C
61370,CC=CCCCO
8104,CC=CC=CCO
230995,COC1=CC=C(C=C1)C=CC=O
15834,C=CCOC(=O)C=CC1=CC=CC=C1
112103,CC(C)C=CC(=O)O
642117,CC1=CC(=C(O1)C)SSC2=C(OC(=C2)C)C
23234,CCC=CCC=O
656467,CCOC(=O)C(C)C(C)O
95368,CCOC(=O)C=CC1=CC=CO1
31223,CC(C)COC(=O)C=CC1=CC=CC=C1
7137,CC=CC1=CC(=C(C=C1)OC(=O)C)OC
2548,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
10261,CCC=CCC1=C(CCC1=O)C
7780,CC(=CCCC(=CCOC(=O)C)C)C
16970,CCOC(=O)C=CC=CC
31224,C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2
21768,CC(=CCCC(=CC#N)C)C
32052,CC=CC(=O)C1=C(CCCC1(C)C)C
61206,CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C
31209,CCCCCC(=CC1=CC=CC=C1)C=O
78954,CC(=CCCC(=CC=CC(=O)C)C)C
17243,CCCC=CCOC(=O)C
2734646,CC1=C(OC2=CC=CC=C12)C
3015925,CCCCC1=NC=CS1
3015979,CCCC(CC=O)SC
3016499,CCOC(=O)C(C)(C)SC
3017596,CCOC1=C(OC(C1=O)C)C
3017783,CCOC(=O)CC(C)CC(C)(C)C
3018362,CCCCCCCCCOC(=O)C1=CC=CC=C1N
3018500,CCCCCC(C)(CC(C)C)O
3018539,CCCC(=O)OCSC
3018619,CC(C)CCCCCCCCCCC=O
3018936,CC1CCC2=C(C(=O)OC2=C1)C
3021670,CCOC(=O)CC(C)SCC
3023838,CCCC(=O)OCCC1=C(N=CS1)C
3023839,CCCCCC(=O)OCCC1=C(N=CS1)C
78298939,CC1CCC(C2C1C=CC(C2)C)C(C)C
3034463,CC1C=CCCC1(C)C=O
3085213,CC(C)CC(=O)OC1=C(C=C(C=C1)CC=C)OC
3085845,CC1=C[N+](=CC(=N1)C)C(=O)C
3354132,CC1=C(C(=O)C=CO1)OC(=O)C(C)C
3486665,CCOCC1=CC=CC=C1O
3591866,C1CCCCC=CCCCCC(=O)OCCCC1
3734338,CCC1=CC=CC=C1S
3782139,CCCC1CC(=CC(=O)C1)C
4047281,CCOC(=O)COC1=CC=C(C=C1)C
4120025,CC1C(=NC(S1)CC(C)C)C
4447651,CC(=O)OCCSC
4564493,CC1=C(C(=O)CO1)O
4574094,CCCCCC=C1CCCC1=O
4682590,CC(=O)CC(C)(C)SC
5084146,CCCCOCC1=CC(=C(C=C1)O)OC
24508,CCCOC(=O)C=CC1=CC=CC=C1
12201,CCOC(=O)C=CC(=O)OCC
24521,CC(C)OC(=O)C=CC1=CC=CC=C1
10861,CCCCOC(=O)C=CC1=CC=CC=C1
62660,CC(C)CCOC(=O)C=CC1=CC=CC=C1
145386,CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C
3931,CCCCCC=CCC=CCCCCCCCC(=O)O
81769,CCCCCC=CC=CC(=O)OCC
108343,CCOC(=O)C(=CC)C
10993,CCC=CCCO
26318,CC1=CCCC(=C)C2CC(C2CC1)(C)C
442368,CC(=CCCC(=CCC=C(C)C=C)C)C
10407,CC(=CCCC(=CCCC(=C)C=C)C)C
23204,CC1=CCC(C=CCC(=CCC1)C)(C)C
60970,CC(=CCCC1(C2CCC(C2)C1=C)C)CO
21064,CC(=CCC=C(C)C=C)CCC=C(C)C=O
62161,CC(=CCCC(=C)C=C)CCC=C(C)C=O
18756,CC(=CCC=C(C)C=C)C
24680,CC1=CCCC(C1C=CC(=O)C)(C)C
7779,CC(=CCCC(=CCOC=O)C)C
7660,CC(=O)OCC=CC1=CC=CC=C1
11001,CCCCCC=CCC=CCCCCCCCC(=O)OCC
14486,CCCC=CC(=O)O
73850,CCCCCC=CC(=O)O
53436338,CCC=CCCCC(=O)O
17167,CCCCC=CC=O
16900,CCCCCC=CC=O
62220,CC=CCCCCC=O
61874,CCCC=CC=CC=O
16777,CCCCC=CCCC=O
19801,CCCCCCCC=CC=O
53683233,CCCC=CCCCCC=O
20967,CCCCCCCCCC=CC=O
62653,CCCCCCCCCCC=CC=O
6881,C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2N
8927,CCCCCCCCC=CCCCCCCCCO
8888,CC(=CCCC(=CCCC(C)(C=C)O)C)C
10954,C1CCCC=CCCCCCCCC(=O)CCC1
114614,CCOC(=O)C=C(C)CCC=C(C)C
36504,CCCCC=CCO
13577,CCCC=CCO
3009280,CCCCCC=CC=CC(=O)NCC(C)C
29060,CCCCCC=CCO
5319765,CCCSSSC
10336,CC=C(C)C=O
61197,CC=CC=CC(=O)OC
12659,CC=CC(C)C
61519,CC1COC(O1)C=C(C)CCC=C(C)C
7796,CCCC(=O)OCC=C(C)CCC=C(C)C
43658,CCCCCCCC(=O)OCCC=CCC
23833,CCCCCC=CCCC(=O)OC
62727,CCCCCC=CCC1CCC(=O)O1
61839,CCCC(=O)OCCC=CCC
82226,CCCCOC(=O)C(=CC)C
527116,CCCC=CCOC(=O)C(C)CC
111525,CCCC=CCOC(=O)CC(C)C
104485,CCCC=CCOC(=O)CCC
40749,CCCC=CCOC(=O)CC
93832,CCC=CCCOC(=O)C(C)C
61895,CCCCCC(=O)OCCC=CCC
15574,CCC=CCCOC(=O)C
61934,CCCC=CCCC(=O)OCC
166278,CCOC(=O)CCC=CCC=C
66310,CCCCCC=CCCO
49856,CCCCCC=CCCCOC(=O)C
522281,CCCC=CCCCO
90733,CCCCCCCCCC=CCO
104484,CCCC=CCOC=O
92572,CCCCCC(=O)OCC=CCCC
92571,CCCCC(=O)OCC=CCCC
92573,CCCCC(=O)OCCC=CCC
60980,CC(=CCCC(=CCOC(=O)C1=CC=CC=C1)C)C
14121,CC(=O)C=CC1=CC(=C(C=C1)O)OC
8898,CCCCCCCCC=CCCCCCCCC(=O)OCCCC
228993,CC(=CC1=CC=C(C=C1)OC)C=O
20200,CCC=CCC(=O)O
7664,CCCC(=O)OCC=CC1=CC=CC=C1
94396,C1CCCC=CCCCCCCOC(=O)CCC1
61165,COC(=O)C=CC1=CC=CO1
7661,CCC(=O)OCC=CC1=CC=CC=C1
7663,CC(C)C(=O)OCC=CC1=CC=CC=C1
7782,CCC(=O)OCC=C(C)CCC=C(C)C
61091,CC(C)CC(=O)OCC=CC1=CC=CC=C1
6533,CC(=CCCC(C)(C=C)OC(=O)C=CC1=CC=CC=C1)C
243799,CCCCCC(=O)OCC=CC1=CC=CC=C1
23104,CC=C(C)C(=O)OC
41552,CC=C(C)C(=O)OCCC1=CC=CC=C1
251513,C1CCC(CC1)OC(=O)C=CC2=CC=CC=C2
5362561,CCCCC(CO)C(=O)C
5362563,CC1=C(SC(=N1)C)C=C
5362564,CCC(C)C1N=C(C(S1)C)C
53422899,CC(C)C=C(C)C(=O)O
5362572,CC1=NC=CC(=N1)C(=O)C
162566,CCCCCC=C(C)C=O
5362581,CCOC(=O)C1C(O1)(C)C2=CC=C(C=C2)C
23834,CCCCCC=CCCC(=O)OCC
5362584,CCC1N=C(C(S1)C)C
517791,CCC(C)C(=O)C=CC
53411147,CCCCCC=CCOC(=O)CCC
61312,CCC=CCC(=O)OCC
37066,CC(C)CC=C(C=O)C(C)C
88999,CCC=CCCCCCC=O
87632,CCCCCC=CC=CCO
16778,CCC=CCCCCC=O
61311,CCC=CCC(=O)OC
61950,CCC=CCCCCCO
71590,CCC=CCCC=O
119847,CC(=C)C(CC=C(C)C=C)O
105537,CCC=CCCC=CCOC(=O)C
85649,CCCCC=CCOC(=O)C
86882,CCCCCCCC=CCOC(=O)C
36308,CC(C)CCC=CC(=O)C
61522,CCCCCCC=CC(=O)C
101839,CCCCCCCCC=CCCCCCCCCOC(=O)C
109551,CCC=CCCOC(=O)C(=O)C
15196,CC=CC=CCOC(=O)C
117910,CCCC=CCCC(=O)C
62327,CC(=O)C=CC1C(=C)CCCC1(C)C
62199,CCC=CCCOC(=O)C(C)O
166431,CCC=CCC(OCC)OCC
23832,CCCCCC=CC(=O)OCC
74363,CCCC=CCCO
61313,CCCCCC=CC(=O)OC
61409,CC=C(C)C(=O)OCC=C
12993,CCC=CC=O
15306,CCC=CCO
61896,CCCCCCC=CCO
110370,CCCCCCCCCCC=CCO
61968,CCCCCCCCC=CCO
36503,CCC=CCCOC(=O)CC
61467,CCC=CCCOC(=O)C(C)CC
546380,CCCCCCCC(=O)OCC=CCCC
93366,CCCC=CC(OCC)OCC
